With perhaps most churches per capita in the U.S., what city is known as the “Protestant Vatican?”	NASHVILLE	In its 30 years of flight ending in 2011, NASA’s Space Shuttle Program flew how many missions?	135 *CORRECT	Who wrote “Bartlett’s Familiar Quotations is an admirable book,” a quote now listed in “Bartlett’s”?	WINSTON CHURCHILL
What extremely tall author once used the pen name John Lange, a German surnamed meaning “long?”	MICHAEL CRICHTON	Which of these is the title of an unfinished Mark Twain novel, first published 59 years after his death?	TOM SAWYER’S CONSPIRACY	Named for an English stable owner, which of these phrases refers to a so-called “choice” of just one option?	HOBSON’S CHOICE
Born with the less cool-sounding name Walter, which of these actors prefers to go by his middle name?	BRUCE WILLIS	A phillumenist is a collector of what?	MATCHBOOKS	Which of these famous musical frontmen briefly attended the London School of Economics?	MICK JAGGER
In Egyptian mythology, a criosphinx is a figure that has the body of a lion and the head of a what?	RAM	Where would you likely find the warning “Contains Phenylalanine”?	CAN OF DIET SODA	Once included in its country’s name,the word “Soviet” actually means what in Russian?	COUNCIL
The first X-ray photograph taken of the human body was an image of the hand of what scientist’s wife?	WILHEM ROENTGEN	From 2005 to 2011, what movie held the top spot as Netflix’s most rented DVD?	CRASH	The Canadian national flag features a stylized red maple leaf that has how many points?	11
Aristotle wrote that what animal, though immune from other illnesses, is occasionally subject to “flatulency”?	ELEPHANT	In 1997, in the first known “space funeral,” whose ashes were released from a rocket into space?	TIMOTHY LEARY	ccording to common estimates, what are the odds of finding a four-leaf clover?	1 in 10000
If you suffer from sideromophobia, which of these company’s vehicles would scare you the most?	AMTRACK	The word “plagiarism” comes from the Latin word “plagiarius,” meaning what?	KIDNAPPER	Using data from a probe in outer space, NASA is able to calculate that our universe is precisely how old	13.7 billion years
According to the Population Reference Bureau, about how many people have ever lived on earth?	100 BILLION	Which person is not one of the seven to have been granted honorary U.S. citizenship by Congress?	MAHATMA GANDHI	According to Greek myth, Persephone was forced to spend part of the year in Hades after eating what?	POMEGRANATE SEEDS
Since 1978, “Yankee Doodle” has been the official has been the official song of what U.S. state?	Connecticut	In 2009, Barack Obama won the Nobel Peace Prize,the first sitting U.S. president to do so since whom?	WOODROW WILSON	What now-famous person served as the model for Diane Arbus’ iconic 1968 photo “A Very Young Baby”?	ANDERSON COOPER
Which of these words meaning “disaster” is also the name of a straw-colored wine often used for chianti?	FIASCO	Boasting over 200 film credits,whom does Guinness list as “the most portrayed character in film”?	SHERLOCK HOLMES	The chimes in London’s Big Ben clock tower play a tune from a famous work by what composer?	HANDEL
Played at Wimbledon in 2010, the longest match in tennis history lasted how long?	11 HOURS, 5 MIN	What Elvis Presley song was originally a hit for blues singer Willie Mae “Big Mama” Thornton in 1953?	HOUND DOG	Richard Nixon helped finance his first Congressional campaign in 1946 with money he made doing what?	PLAYING-HIGH-STAKES POKER
What is the first name of blues guitar legend B.B. King?	RILEY	Suriphobia,which has nothing to do with the daughter of Tom Cruise and Katie Holmes,is the fear of what?	MICE	From 1638 to 1655, parts of present-day Delaware, New Jersey and Pennsylvania formed what short-lived colony?	NEW SWEDEN
Which of these countries remained officially neutral during both WWI and WWII?	SWEDEN	How many workers sit on a steel beam hundreds of feet in the air in the iconic 1932 photo “Lunch atop a Skyscraper”?	11 *CORRECT*	Which of these Stephen King novels features a villain who sometimes goes by the alias “Bob Gray”?	It
The highest point on earth, Mt Everest’s peak lies approximately how many feet above sea level?	5.5 (CORRECT)	After calcium,what is the second-most abundant mineral in the human body?	PHOSPHORUS	Worn by the antagonists in the “Scream” series, the Ghostface mask was inspired by a famous painting by what artist?	Edward Munch
In “E.T., The Extra-Terrestrial,” the mischievous alien gets snockered drinking what brand of beer?	COORS	Until they were also discovered in Brazil in the 1720s,most of the world’s diamonds came from what country?	INDIA	Who was the first U.S. president whose body was embalmed?	ABRAHAM LINCOLN
According to legend, what historical figure died of a nosebleed on his wedding night?	ATTILA THE HUN	On the list of modern wedding anniversary gifts,what is given instead of the traditional first-year gift of paper?	CLOCKS	Thought to be the source of a classic joke, “Knock, knock, knock! Who’s there…?” is a line from what Shakespeare play?	Macbeth
For the 2005 film “Guess Who?” a reported 100,000 dollars was spent to digitally remove Ashton Kucher’s what?	KABBALAH BRACELET	TV’s “The Simpsons” is set in fictional Springfield,a sly reference to the locale of what ’50s sitcom?	FATHER KNOWS BEST	Who is the only astronaut known to have given himself communion on the surface of the moon?	Buzz Aldrin
What is the actual line of dialogue in “Casablanca”that is often misquoted as “Play it again, Sam”?	“PLAY IT, SAM.”	Because its thick atmosphere filters out blue light,the surface of Venus appears to be mainly what color?	ORANGE	In his illustrious career as a daredevil,Evel Knievel attempted to jump all but which of these obstacles?	74 NEW YORK CABS
In Slumdog Millionaire, Jamal wins the 20 million rupees top prize, which is how much in US dollars at the film’s debut?	405,000 *CORRECT*	Martin Luther King,Jr. once famously said, “The arc of the moral universe is long,but it bends towards” what?	JUSTICE	Before being replaced,who first played the title alien in the 1987 Schwarzenegger action film “Predator”?	JEAN-CLAUDE VAN DAMME
A 2010 study by IBM on “commuter pain” revealed which of these cities has the most painful commute?	BEIJING	Bromhidrosis is more commonly called what?	BODY ODOR	What president remarried his wife 3 years after their wedding because her first divorce wasn’t finalized?	ANDREW JACKSON
George Washington had numerous pets and dogs, including two not-presidential names?	DRUNKARD AND TIPSEY	As of 2011,what is Africa’s most populous country?	NIGERIA	When introduced in 1932,the 3 Musketeers candy bar had three pieces: chocolate,vanilla and what?	STRAWBERRY
Coined in recent years, the term “ludology” often refers to the academic study of what?	VIDEO GAMES	Though it has since expired,in 1977 a patent was successfully obtained for which of these hairstyles?	COMBOVER	Because the number is similar to the word for “death,” Chinese high-rise buildings often “lack” what floor?	4TH *CORRECT*
Thanks to its surging high-tech sector, what city did Forbes rank as “America’s Most Wired” in 2010?	RALEIGH, NC	More common than “First” or “Main,” what is the most popular street name in the U.S.?	SECOND	Who chaired the Senate Judiciary Committee during the 1991 Anita Hill-Clarence Thomas hearings?	JOSEPH BIDEN
“Roux-en-Y” is a common type of surgery primarily aimed at achieving what result?	WEIGHT LOSS	The $1,000 bill,which the U.S. stopped circulating in 1969,features a portrait of what president?	GROVER CLEVELAND	The fictional hero of “The Scarlet Pimpernel” uses as his emblem a scarlet pimpernel,which is a type of what?	FLOWER
If you say, “It’s the greatest thing since sliced bread,” you are paying a compliment to whose invention?	OTTO ROHWEDDER	The first X-ray photograph taken of the human body was an image of the hand of what scientist’s wife?	WILHELM ROENTGEN	Because of its easternmost location,which of these island nations is the first to ring in the New Year?	KIRIBATI
In “Good Will Hunting,” Will first solves a difficult equation attributed to what mathematician?	JOSEPH FOURIER	In 1969,who became the first celebrity to make a guest appearance on “Sesame Street”?	JAMES EARL JONES	Years before FDR said something similar,who wrote the line,”Nothing is so much to be feared as fear”?	HENRY DAVID THOREAU
Poison ivy belongs to a diverse botanical family that also includes the cashew and what tropical fruit?	MANGO	The first LEGOLAND theme park opened in 1968 in what country?	DENMARK	What Jim Carrey movie features the “Millionaire”- inspired line “Is that your final answer”?	BRUCE ALMIGHTY
The title of the 2009 film “Drive Angry 3D” is taken from “Don’t Drive Angry!,” a line Bill Murray says in what movie?	GROUNDHOG DAY	Strawberry Field,a favorite childhood hangout of John Lennon’s,was what kind of establishment?	ORPHANAGE	What historic item was accidentally discovered in 1940 by four teenage boys looking for lost treasure?	LASCAUX CAVE PAINTINGS
Before a British family adopted him, kids lit Paddington Bear lived in Peru and had what name?	PASTUSO	Neander Valley,where original Neanderthal man remains were found,is located in what country?	GERMANY	The 1909 short “Mr.Flip” is believed to include the first instance of what comedy gag captured on film?	PIE IN THE FACE
Which of these ancient Greek philosophers first wrote about the lost civilization of Atlantis?	PLATO	Boasting over 200 film credits, whom does Guiness list as “the most portrayed character in film”?	SHERLOCK HOLMES	In a classic scene from “The Seven Year Itch,” Marilyn Monroe’s skirt flies up as she asks what provocative question?	ISN’T IT DELICIOUS?
Common on American Idol, a “run,” or singing one syllable across many notes, has what technical term?	MELISMA	What event inspired the world’s first ticker-tape parade?	STATUE OF LIBERTY DEDICATION	A popular pastime the world over, “karaoke” is a Japanese word which roughly translates to what?	EMPTY ORCHESTRA
What poker hand is known as “Dead Man’s Hand?”	TWO ACES AND TWO EIGHTS	Which of these family TV sitcoms featured a married couple that was actually married in real life?	WEBSTER	The expression “red-letter day” derives from an old custom of using red ink on calendars to indicate what?	RELIGIOUS HOLIDAYS
The Leaning Tower of Pisa leans in what direction?	SOUTH	What baseball player was the first to have his signature printed on a Louisville Slugger bat?	HONUS WAGNER	In 1982, the very first album to be released commercially on CD was a popular 1978 LP by what artist?	BILLY JOEL
The word “school” is derived from a Greek word that had what original meaning?	LEISURE	In France,the English Channel is known as “La Manche,” meaning what?	THE SLEEVE	In its lesser-known verses, what popular song tells the story of a headstrong woman named Nelly Kelly?	TAKE ME OUT TO THE BALL GAME
Prized for their distinctive flavor, vanilla beans are the fruit of a rare type of what flower?	ORCHIDS	The Sazerac,a mix of rye whiskey,bitters and absinthe,is the official cocktail of what U.S. city?	NEW ORLEANS	In 1952, Tony the Tiger debuted on Kellogg’s cereal boxes along with what less successful mascot?	KATY THE KANGAROO
According to Crayola, which of these products will help remove crayon stains from washable clothing?	WD-40 *CORRECT*	Misinterpreted by Charles Manson, the Beatles song “Helter Skelter” alludes to what childhood amusement?	SLIDE	In fireworks, the color blue is created by burning compounds of what metal?	COPPER
Which one of these events happened in the 80s and not the 70s?	SALLY RIDE GOES TO SPACE	Debuting in 1997,what hunky actor was the very first celebrity guest on the long-running talk show “The View”?	TOM SELLECK	Which of these retailers is credited with inventing the quilted goose down jacket after suffering a bout of hypothermia in 1936?	EDDIE BAUER
By definition, an ecdysiast has what unusual job?	EXOTIC DANCER	Which of these objects must weigh between 3 pounds,6 ounces and 3 pounds, 10 ounces?	AN OFFICIAL BOWLING PIN	Whose New York Times obituary mentioned that “Since 1889” he “had been hopelessly insane”?	FRIEDRICH NIETZSCHE
During their historic first flight at Kitty Hawk, the Wright brothers’ plane traveled about how far?	120 FEET	What author’s tombstone reads “So we beat on,boats against the current,borne back ceaselessly into the past”?	F. SCOTT FITZGERALD	Born Aristocles, it is believed Plato got his name from his wrestling coach, who called him “Platon,” meaning what?	BROAD
Despite their similar names, John Luther Adams and John Coolidge Adams are two very different modern what?	COMPOSERS	What famously quotable female head of state once told her foreign minister, “Don’t be so humble–you’re not that great”?	GOLDA MEIR	Introduced in 1912, what was the first flavor of Life Savers candy?	PEPPERMINT
Which of these famous Americans was a founding member of the ACLU?	HELEN KELLER	On the human body,a second toe that is longer than the big toe is a harmless condition known as what?	MORTON’S TOE	Which of these classic toys had its official launch in 1978 at New York’s famous disco Studio 54?	SIMON
Which of these Olympic events would most likely be performed by a toxophilite?	ARCHERY	Which of these planets’ average orbital paths come closest to one another?	VENUS AND EARTH	When the Social Security Administration began tracking the most popular baby names in 1880, what two names topped the list?	JOHN AND MARY
Founded in 1964, the restaurant Benihana takes its name from a Japanese phrase meaning what?	RED FLOWER	Of these classic literary works,which is the only one completed by its author before his death?	THE DIVINE COMEDY	Because it is surrounded by land,which of these “seas” is actually the world’s largest lake?	CASPIAN SEA
To maximize his time, what famous thinker allegedly only took short naps throughout each 24-hour period?	LEONARDO DA VINCI	If you’re good at the Kevin Bacon game,you can connect Marlon Brando directly to Kevin Bacon through which actor?	ROBERT DE NIRO	What Hollywood legend’s wry last words were, “I should never have switched from scotch to martinis”?	HUMPHREY BOGART
Known for his reckless spending, what movie star once paid $276,000 for a dinosaur skull?	NICHOLAS CAGE	Which of these classic novels was first published when the author was only twenty years old?	FRANKENSTEIN	Which of these countries is not home to a “Blue Zone,” a region with an unusually high number of centenarians?	BRAZIL
In which of these countries do motorists usually drive on the right-hand side of the street?	BRAZIL	As of 2011,which of the following has never been a flavor of Ben & Jerry’s ice cream?	DREAM A LITTLE CREAM	What actress’ voice was used when developing the voice of E.T. the Extra-Terrestrial?	DEBRA WINGER
On Sesame Street, the feathers on the big bird costume, excluding the tail, are from what bird?	TURKEY	What well-known organization has the motto “For the benefit of all”?	NASA *CORRECT*	Before the motorcycle gang,you would most likely find “Hells Angels” written on which of these?	WWII BOMBER PLANES
In Stephen Spielburg’s 1982 classic, E.T. watches a love scene from what film?	THE QUIET MAN	The rarely heard second verse of “The Star-Spangled Banner” begins what with phrase?	ON THE SHORE,DIMLY SEEN	The Darien Gap,the only break in the highway system that runs from Alaska to Chile,lies between what two countries?	PANAMA AND COLOMBIA
What explorer, who landed on the Australian coast in 1770, was the first to record the word “kangaroo”?	JAMES COOK	Which of these adjectives is not one of the twelve featured in the Boy Scout Law?	CAREFUL	Spotted by Woody Allen and Diane Keaton in Central Park,who makes an uncredited cameo in the 1977 film “Annie Hall”?	TRUMAN CAPOTE
The mascot of Columbian coffee growers, and icon Juan Valdez is flanked by a trusty mule named what?	CONCHITA	Before he adopted the “J,” what was Michael J. Fox’s middle name?	ANDREW	TV actor Richard Belzer has appeared as Detective John Munch on all but which of these shows?	SCRUBS
In Cervantes, “Don Quixote” becomes delusional after doing what?	READING TOO MANY BOOKS	Where are Fraunhofer lines?	AROUND THE SUN	In 1909, who became the first president to be depicted on a circulating U.S. monetary coin?	ABRAHAM LINCOLN
“Tarzan” means what in ape language?	WHITE SKIN	Though it’s now known as “The Thinker,” sculptor Auguste Rodin once gave his iconic statue what title?	THE POET	Most famous for his 1955 novel “Lolita,” author Vladimir Nabokov was also an expert in the study of what?	BUTTERFLIES
In which movie does Arnold Schwarzneggar not repeat his Terminator catchphrase “I’ll be back”?	PREDATOR	The prehistoric archaeopteryx is believed by many scientists to be an early specimen of which of these animal types?	BIRDS	Joseph Smith,founder of the Mormon church,believed the Garden on Eden was located where?	MISSOURI
What country’s capital city has a name that means “capital” in its native tongue?	SOUTH KOREA	In an infamous act of betrayal, Benedict Arnold arranged to surrender what military base to the British?	WEST POINT	In 1974,what product became the first to be scanned by a retailer using the UPC bar code?	WRIGLEY’S GUM
In the popular folk song, “Alouette,” what type of bird is being prepared for a meal?	LARK	According to the Census Bureau,when was the world’s population approximately half of its 2012 total?	1967 *CORRECT*	Ian Fleming named his greatest literary creation,fictional spy James Bond,after a real-life what?	AMERICAN ORNITHOLOGIST
During the Titanic disaster, what nearby ship was accused of ignoring its distress signals?	CALIFORNIAN	What company’s stock has been a part of the Dow Jones Industrial Average the longest?	GENERAL ELECTRIC	In the Tv series “The Brady Bunch,” what is Carol Brady’s maiden name?	TYLER
Issued in 1787, the U.S. government’s first official coin was a penny featuring which of these mottos?	MIND YOUR BUSINESS	Which of these dishes is named in honor of an Italian opera singer who was famous in the early 1900s?	TURKEY TETRAZZINI	What lesser-known Patrick Swayze film was the first movie to be released with a PG-13 rating?	RED DAWN
The children’s modeling clay Play-Doh was originally invented in 1933 for use as a what?	WALLPAPER CLEANER	In “The Catcher in the Rye,” Holden Caulfield wanders Manhattan,visiting all but which of these famous NYC locales?	EMPIRE STATE BUILDING	According to NASA, what is the only planet in the solar system that would be able to float in water?	SATURN
In 1944, frustrated Congressman Maury Maverick coined what word for Washington jargon?	GOBBLEDYGOOK	As of 2011,which of the following is not the name of a color found in a 120-count box of Crayola crayons?	GRAY MATTER	In the song “Grandma Got Run Over By A Reindeer,” which of these facts about Grandma is not revealed?	SHE LOST HER HEARING AIDS
In “The Shankshaw Redemption,” Andy Dufresne is punished for playing what opera on the prison loudspeakers?	THE MARRIAGE OF FIGARO	What U.S. president was shot at twice at point-blank range,but survived because both guns misfired?	ANDREW JACKSON	Leonardo Da Vinci wrote his famous notebooks mainly using what unusual method?	MIRROR WRITING
Like Barack Obama, which of these U.S. presidents penned a #1 NY Times bestseller before taking office?	DWIGHT D. EISENHAUER	What video game character lent its name to a human gene that affects finger and toe placement?	SONIC THE HEDGEHOG	What does the Russian name “Sputnik” mean in English?	TRAVELING COMPANION
Which First Lady was a ninth-generation descendant of Pocahantas?	EDITH WILSON	The first thirteen games of the ancient Olympics featured what sole event?	FOOTRACE	In a now-notorious episode of “Happy Days,” Fonzie agrees to waterski over a shark in order to do what?	CALL A LOCAL KID’S BLUFF
The Sony Walkman was originally marketed in the U.S. under what name?	SOUNDABOUT	What automaker’s name is a word that means “modern” in its home country?	HYUNDAI	Excluding its fifty-six signatures,the Declaration of Independence ends with what word?	HONOR
What is the International radio signal for an emergency not quite as severe as “Mayday”?	PAN-PAN	In Abbott & Costello’s famous “Who’s on First?” routine, what is the name of the team being discussed?	ST. LOUIS WOLVES	The famously haunting score of the film “Jaws” opens with what ominously repeating first two notes?	E AND F *CORRECT*
Which author’s first and only novel was awarded the Pulitzer Prize in fiction?	HARPER LEE	Who was the first U.S. president born a citizen of the newly independent United States of America?	MARTIN VAN BUREN	Often compared to the Champs-Elysees,what city has a prominent avenue called “The Ku’Damm”?	BERLIN
Which of these common foods was unknown in Europe prior to the discovery of the New World?	POTATOES	In 1920,the infamous con man Charles Ponzi duped investors in a fraudulent scheme involving what?	POSTAGE STAMPS	In 2011,Channing Tatum admitted he worked as a what before making it big in movies?	EXOTIC DANCER
What age was Rosa Parks when she refused to give up her seat on the bus in 1955?	42 *CORRECT*	In “The Godfather,” Michael Corleone learns his father has been shot after taking Kay to see what film?	THE BELLS OF ST.MARY’S	Held by “Wild Bill” Hickok when he was shot,what poker hand is known as a “Dead Man’s Hand”?	TWO ACES AND TWO EIGHTS *CORRECT*
What is the only country in the world in which the head of state is a grand duke?	LUXEMBOURG	Which of these classic literary characters were created by the same author?	DR.JEKYLL & LONG JOHN SILVER	The word “boycott” comes from the name of Charles C. Boycott,who was ostracized in 1880 for not doing what?	REDUCING RENTS
What real U.S. politician tells the Joker “We’re not intimidated by thugs,” in the movie “The Dark Knight”?	PATRICK LEAHY	What culture’s mythology holds that all life was created during a period known as “dreamtime”?	ABORIGINE	A rare achievement,which of these actresses won both an Oscar and a Tony for playing the same role?	ANNE BANCROFT
Which of these states has never had a governor who later became a U.S. president?	ILLINOIS	The “Pepperidge” in the name of the Pepperidge farm brand of baked goods refers to a what?	TYPE OF TREE	A wine steward found at fancier restaurants,the word “sommelier” comes from an old French term for what?	PACK ANIMAL DRIVER
Produced by Thomas Edison, the earliest surviving copyrighted movie depicts a man doing what?	SNEEZING	Which of these Best Picture-winning films features an Oscar statuette as a prop in one of its scenes?	THE GODFATHER	While a larynx is the vocal organ of a human,a syrinx is the vocal organ of what animal?	BIRD
The symbol for a popular Japanese beer, the kirin closely resembles what mythical creature?	UNICORN	In the 1890s,heroin was introduced commercially to the U.S. by Bayer as a remedy for what ailment?	PERSISTENT COUGH	Sesame Street’s Bert and Ernie happen to share their names with a cop and a cabdriver from what classic film?	IT’S A WONDERFUL LIFE
Huge in the 1700s, what wine was used to toast the signing of the Declaration of Independence?	MADEIRA	By tradition, what dish has been served daily at the restaurant of the U.S. Senate since the early 1900s?	BEAN SOUP	Numbers preceded by the letter “K” are used to identify the over 600 works by what composer?	MOZART
In Rudyard Kipling’s poem “Gunga Din,” Gunga Din works for the British army as a what?	WATER BOY	In 1980, the first 1-900 number was used for what television event?	REAGAN-CARTER DEBATE	Featuring scenes lit only by candles,what Kubrick film is famous for its limited use of artificial light?	BARRY LYNDON
In 1939, what car company unveiled the “Hydra-matic Drive,” the first fully automated transmission?	OLDSMOBILE	On its fateful night,what precursor to “SOS” did the Titanic use when it first signaled on its radio for help?	CQD *CORRECT*	According to the CDC, the average height of a U.S. adult male is closest to which of these?	5 FT 9 and A HALF INCHES
Named for a Greek word meaning “not intoxicating,” what gem was once thought to prevent drunkenness?	AMETHYST	In the 1982 movie “Diner,” what is the name of the diner where the main characters hang out?	FELLS POINT DINER	At the time he was “discovered” by music executives in 1954, Elvis Presley was working as a what?	TRUCK DRIVER
Which of these celebrities is not a twin?	JESSICA ALBA	What state is home to Northwest Angle,the only land in the lower 48 states that is north of the 49th parallel?	MINNESOTA	Used to describe a particular type of government rule, “junta” is a Spanish word that literally means what?	COMMITTEE
What TV couple resided at 623 East 68th Street in New York City?	LUCY AND RICKY RICARDO	Which of these government agencies is headquartered in Atlanta?	CDC *CORRECT*	The Earth is approximately how many miles from the Sun?	93 MILLION
Which of these food items was not featured in the first ever Swanson TV dinner?	CHOCOLATE BROWNIE	Winner of the 2011 “Celebrity Apprentice,” country star John Rich competed against all but which of these celebrities?	SINBAD	What president was the first to use the Oval Office as his personal workspace, and also had the idea to make it oval?	WILLIAM HOWARD TAFT
Which of these ancient Greek philosophers first wrote about the lost colony of Atlantis?	PLATO	At the Royal Wedding,William and Kate shared a romantic balcony kiss as Grace,William’s 3-year old goddaughter,did what?	COVERED HER EARS	Famously cited in “Romeo and Juliet,” which of these gestures was considered an insult in Elizabethan times?	BITING YOUR THUMB
What country has the world’s most vending machines per capita, about one for every 23 people?	JAPAN	In psychology,the tendency for people to believe they are above average is an “effect” named after what fictional town?	LAKE WOBEGON	Which of these animals is reportedly responsible for the most human deaths in Africa?	HIPPOPOTAMUS
In the popcorn industry, what term is used to refer to kernels that don’t pop?	OLD MAIDS	What U.S. president’s farewell address famously warned Americans against the “military-industrial complex”?	DWIGHT D. EISENHOWER	With less than 5 persons per square mile, what is the most sparsely populated country on Earth?	MONGOLIA
What movie icon’s body was buried under six feet of concrete after it was stolen and recovered in 1978?	CHARLIE CHAPLIN	If you added Jackie Robinson’s Dodgers jersey number to Babe Ruth’s Yankees jersey number,what “sum” would you get?	45 *CORRECT*	The sandwich is said to have been invented by John Montagu, the 4th Earl of Sandwich, so he could eat while doing what?	GAMBLING
On the human hand, which of these fingernails typically grows the fastest?	THE MIDDLE FINGER NAIL	In an infamous act of betrayal, Benedict Arnold arranged to surrender what military base to the British?	WEST POINT	What tribute is inscribed on the back of the U.S. military’s Purple Heart medal?	FOR MILITARY MERIT
All but which of these classic sitcoms was based on a similarly successful TV series in England?	TAXI	In his famous 1997 acceptance speech,an excited Cuba Gooding,Jr. used what phrase 14 times?	I LOVE YOU	Named for its resemblence to Germany’s Wilhelm II, the Emperor Tamarin monkey is noted for having what?	A VERY LARGE MUSTACHE
Forty times longer than the U.S. Constitution, what state’s constitution is the longest in the world?	ALABAMA	Which of these Oscar-winning musicals stars a lead actress whose singing parts were largely dubbed?	MY FAIR LADY	At the end of “Casablanca”, Ilsa leaves behind her beloved Rick to board a plane bound for what city?	LISBON
Which of these is not a name given by astronomers to a geographical location of the Moon?	OCEAN OF GLASS	According to James Cameron’s “Titanic,” paintings by all but which of these notable artists went down with the doomed vessel?	GEORGES SEURAT	New Zealand is named after a province in what nation?	THE NETHERLANDS
Marc Cherry titles most of his “Desperate Housewives” episodes after songs by whom?	STEPHEN SONDHEIM	In “Driving Miss Daisy,” the first car that Hoke drives Miss Daisy in is a 1949 what?	HUDSON COMMODORE	The saying “Don’t give up the ship” comes from the last words of Captain James Lawrence, in what war?	WAR OF 1812
Later popularized in the Batman comics, “Gotham” was first a NYC term coined by what author?	WASHINGTON IRVING	In the classic 1939 film “Gone With The Wind,” a “slap happy” Scarlett O’Hara wallops all but which of these characters?	MELANIE	In Vittorio De Sica’s classic film “The Bicycle Thief,” the main character needs a bicycle to do what job?	HANG POSTERS
Which of these 80s movies never spawned an animated television series?	CROCODILE DUNDEE	In his Oscar-nominated role in “Tootsie,” Dustin Hoffman’s character dons a dress to land a part on what fictional soap?	SOUTHWEST GENERAL	According to the Bureau of Engraving and Printing,what was the average cost of producing a new currency note in 2010?	9.6 CENTS
The only item that William Shakespeare left his wife Anne in his will was his “second-best” what?	BED	Which of these is the title of two different movies–one nominated for Best Picture in 1953 and the other in 2002?	MOULIN ROUGE	Composed by John Williams,the familiar theme song of “NBC Nightly News” has what title?	THE MISSION
In the Rolling Stones iconic “Tongue and Lip Design” logo, how many teeth are visible?	4 *CORRECT*	Appearing briefly in the 2000 film about her life,the real Erin Brockovich is credited as “Julia,the” what?	WAITRESS	The British royal family often forgoes surnames, but Prince William uses what last name in the military?	WALES
Every one of Nadya Suleman’s octuplets has what name?	ANGEL	In the 2005 film “Brokeback Mountain,” Ennis’ only keepsake of his relationship with Jack is Jack’s old what?	DENIM SHIRT	New Zealand is named after a province in what nation?	THE NETHERLANDS
According to the Japanese toy company Sanrio, what is Hello Kitty’s full name?	KITTY WHITE	In a scene from “One Flew Over The Cuckoo’s Nest,” the mental patients stare at a blank TV screen and pretend to watch what?	THE WORLD SERIES	In her unusual will,hotel magnate Leona Helmsley left $12 million to her beloved pooch,a Maltese named what?	TROUBLE
Named after her father, what best-selling author was born with the unusual name Howard Allen O’Brien?	ANNE RICE	In “Pulp Fiction,” Christopher Walken delivers a humorous monologue about what treasured object?	A WATCH	Who did artist Grant Wood use as the model for the farmer in his classic painting “American Gothic”?	HIS DENTIST
Gangster John Dillinger was shot outside Chicago’s Biograph Theater after watching what film?	MANHATTAN MELODRAMA	What Oscar-winning film features the line “I believe God made me for a purpose,but he also made me fast”?	CHARIOTS OF FIRE	Traditionally hailed as the Pilgrims’ landing spot in 1620, Plymouth Rock is what type of rock?	GRANITE
